Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.26755350000000,0.00000000000000,0.27070000000000,0,Composed: Copy with GPU GDI,0.09040000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.26782190000000,0.00000000000000,0.26840000000000,0,Composed: Copy with GPU GDI,0.09640000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,0,6.26817440000000,0.00000000000000,0.35250000000000,0,Composed: Copy with GPU GDI,0.12140000000000,7.09210000000000,6.98440000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.26869070000000,0.00000000000000,0.51630000000000,0,Composed: Copy with GPU GDI,0.13890000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.26926140000000,0.00000000000000,0.57070000000000,0,Composed: Copy with GPU GDI,0.11650000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.26973320000000,0.00000000000000,0.47180000000000,0,Composed: Copy with GPU GDI,0.10150000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27008640000000,0.00000000000000,0.35320000000000,0,Composed: Copy with GPU GDI,0.52560000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27054770000000,0.00000000000000,0.46130000000000,0,Composed: Copy with GPU GDI,0.17310000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27096440000000,0.00000000000000,0.41670000000000,0,Composed: Copy with GPU GDI,0.40980000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27118460000000,0.00000000000000,0.22020000000000,0,Composed: Copy with GPU GDI,0.28060000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27139820000000,0.00000000000000,0.21360000000000,0,Composed: Copy with GPU GDI,0.16030000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27160100000000,0.00000000000000,0.20280000000000,0,Composed: Copy with GPU GDI,0.08690000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27186120000000,0.00000000000000,0.26020000000000,0,Composed: Copy with GPU GDI,0.08430000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27206470000000,0.00000000000000,0.20350000000000,0,Composed: Copy with GPU GDI,0.08760000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27229390000000,0.00000000000000,0.22920000000000,0,Composed: Copy with GPU GDI,0.08690000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27253690000000,0.00000000000000,0.24300000000000,0,Composed: Copy with GPU GDI,0.09020000000000,0.00000000000000,0.00000000000000
